t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
6.490000000000000000e+02,6.913310612099199659e+01,1.057078733728383924e+01,5.789218869979866611e+01,6.701300839094904704e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.631499999999999773e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.500000000000000000e+02,6.973042839403255755e+01,1.085785822395405553e+01,5.795715990711298105e+01,9.154102629655294088e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.621900000000000119e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.510000000000000000e+02,6.956765803338304011e+01,1.076216792839732328e+01,5.802155852323091523e+01,7.839315817548048182e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.625099999999999767e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.520000000000000000e+02,7.035480039137567587e+01,1.114791943236043359e+01,5.808826539760926266e+01,1.118615561405980952e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.612199999999999989e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.530000000000000000e+02,6.942792426796552263e+01,1.066647763284057149e+01,5.815209142253081609e+01,6.093552125941341657e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.628300000000000125e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.540000000000000000e+02,7.059766673910753809e+01,1.124360972791716407e+01,5.821937088810554428e+01,1.134686123084830633e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.609000000000000341e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.550000000000000000e+02,7.004621240302225260e+01,1.095354851951080732e+01,5.828491468661623998e+01,8.077491968951964196e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.618699999999999761e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.560000000000000000e+02,7.102710347772524813e+01,1.143798064076680987e+01,5.835335722805861280e+01,1.235765608899825230e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.602499999999999858e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.570000000000000000e+02,7.047239915967820423e+01,1.114791943236043359e+01,5.842006410243696024e+01,9.044156248808128407e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.612199999999999989e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.580000000000000000e+02,7.049961989676378948e+01,1.114791943236043359e+01,5.848677097681530768e+01,8.649294875880390032e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.612199999999999989e+01,5.000000000000000000e+01,0.000000000000000000e+00
